"Name","Team","AB","AVG","OBP","SLG","OPS","H","BB","R","RBI","1B","2B","3B","HR","IBB","SO","HBP","SF","GDP","SB","GB","FB","Balls","Strikes","BB%","K%","BB/K","ISO","BABIP","GB/FB","wOBA","Bat","Fld","BsR","WAR","Dol","Barrels","Barrel%","xwOBA","playerid"
"Richie Martin","BAL","30",".167",".242",".300",".542","5","3","4","3","3","0","2","0","0","10","0","0","0","3","10","7","53","77","9.1%","30.3%","0.30",".133",".250","1.43",".240","-1.8","1.6","-0.5","0.0","$0.4","1","5.0%",".241","17736"
"Matt Davidson","- - -","34",".147",".216",".324",".540","5","3","3","3","3","0","0","2","0","13","0","0","0","0","10","9","45","94","8.1%","35.1%","0.23",".176",".158","1.11",".240","-1.9","-1.4","-0.2","-0.3","($2.1)","3","14.3%",".290","7226"
"Seth Beer","ARI","111",".189",".278",".243",".521","21","11","4","9","17","3","0","1","1","31","3","1","3","0","38","23","175","294","8.7%","24.6%","0.35",".054",".250","1.65",".239","-7.4","-0.5","-1.9","-0.9","($7.5)","3","3.7%",".276","20493"
"Michael Stefanic","LAA","61",".197",".279",".230",".509","12","5","5","0","10","2","0","0","0","12","2","0","1","0","26","14","92","159","7.2%","17.4%","0.42",".033",".245","1.86",".239","-3.9","-0.1","0.1","-0.1","($1.2)","1","2.0%",".266","25353"
"Dixon Machado","SFG","15",".200",".294",".200",".494","3","1","1","0","3","0","0","0","0","5","1","0","0","0","4","4","18","43","5.9%","29.4%","0.20",".000",".300","1.00",".239","-0.9","0.8","0.0","0.1","$0.6","0","0.0%",".281","11472"
"Andrew Velazquez","LAA","322",".196",".236",".304",".540","63","15","37","28","46","8","0","9","0","119","3","3","3","17","91","66","433","887","4.3%","34.1%","0.13",".109",".274","1.38",".239","-19.8","2.2","4.6","0.3","$2.4","14","6.6%",".246","14196"
"Kyle Lewis","SEA","56",".143",".226",".304",".529","8","5","6","5","5","0","0","3","0","19","1","0","2","0","17","14","103","160","8.1%","30.6%","0.26",".161",".147","1.21",".239","-3.0","-0.1","-0.9","-0.4","($2.9)","4","10.8%",".300","19508"
"Carlos Perez","CHW","18",".222",".222",".333",".556","4","0","0","2","2","2","0","0","0","2","0","0","1","0","6","7","25","51","0.0%","11.1%","0.00",".111",".250","0.86",".238","-1.0","-1.4","-0.2","-0.2","($1.4)","0","0.0%",".230","20805"
"Jarred Kelenic","SEA","163",".141",".221",".313",".534","23","16","20","17","10","5","1","7","0","61","1","1","3","5","38","54","248","451","8.8%","33.7%","0.26",".172",".167","0.70",".238","-9.1","3.6","-0.5","-0.1","($1.0)","14","13.6%",".269","22558"
"Jerar Encarnacion","MIA","77",".182",".210",".338",".548","14","3","7","14","8","3","0","3","0","32","0","1","3","2","22","14","113","226","3.7%","39.5%","0.09",".156",".256","1.57",".236","-4.6","1.3","0.4","-0.1","($1.1)","3","6.5%",".231","21871"
"Yadier Molina","STL","262",".214",".233",".302",".535","56","5","19","24","43","8","0","5","0","40","2","1","10","2","85","91","283","703","1.9%","14.8%","0.13",".088",".234","0.93",".235","-15.3","6.7","-4.4","0.1","$1.1","7","3.1%",".254","7007"
"Justin Upton","SEA","48",".125",".263",".208",".471","6","6","2","3","4","1","0","1","0","23","3","0","1","0","7","14","85","144","10.5%","40.4%","0.26",".083",".208","0.50",".231","-3.2","-0.1","-1.8","-0.5","($3.8)","1","4.0%",".249","5222"
"Bligh Madris","PIT","113",".177",".244",".265",".509","20","10","10","7","12","7","0","1","0","31","0","0","0","2","42","26","179","313","8.1%","25.2%","0.32",".088",".235","1.62",".231","-7.9","0.8","0.5","-0.4","($3.6)","4","4.9%",".262","20054"
"Jed Lowrie","OAK","167",".180",".245",".263",".508","30","15","14","16","22","5","0","3","0","39","0","2","5","1","53","53","291","436","8.2%","21.2%","0.38",".084",".213","1.00",".230","-10.2","-0.2","-0.7","-1.0","($8.1)","4","3.1%",".247","4418"
"Michael Perez","- - -","121",".149",".214",".298",".511","18","10","10","14","12","0","0","6","0","32","0","0","2","1","31","44","173","319","7.6%","24.2%","0.31",".149",".145","0.70",".228","-8.6","-3.1","-0.5","-0.5","($4.1)","7","7.8%",".276","12977"
"Aramis Garcia","CIN","108",".213",".248",".259",".507","23","3","6","4","20","2","0","1","0","34","2","0","4","0","25","28","150","299","2.6%","29.6%","0.09",".046",".301","0.89",".228","-8.5","3.7","-2.2","-0.1","($0.7)","2","2.6%",".247","16925"
"Lewin Diaz","MIA","160",".169",".224",".288",".512","27","11","12","11","18","4","0","5","0","54","1","2","3","1","40","50","249","483","6.3%","31.0%","0.20",".119",".214","0.80",".228","-11.1","3.3","-0.6","-0.7","($5.3)","6","5.6%",".219","18365"
"Erik Gonzalez","MIA","37",".189",".268",".216",".485","7","4","4","3","6","1","0","0","0","12","0","0","1","1","14","5","59","117","9.8%","29.3%","0.33",".027",".280","2.80",".227","-2.6","0.2","0.3","-0.1","($0.4)","0","0.0%",".263","13369"
"Jason Krizan","SFG","8",".125",".300",".125",".425","1","2","0","0","1","0","0","0","0","3","0","0","0","0","2","2","18","23","20.0%","30.0%","0.67",".000",".200","1.00",".226","-0.7","-0.1","0.2","0.0","($0.3)","0","0.0%",".251","12394"
"Kevin Smith","OAK","139",".180",".216",".302",".518","25","7","9","13","13","9","1","2","0","42","0","2","5","4","40","45","177","387","4.6%","27.8%","0.17",".122",".237","0.89",".226","-8.9","2.7","-0.6","-0.1","($1.0)","8","7.8%",".239","20242"
"Austin Hedges","CLE","294",".163",".241",".248",".489","48","25","26","30","37","4","0","7","0","78","6","3","12","2","83","95","461","813","7.4%","23.1%","0.32",".085",".193","0.87",".225","-22.2","2.4","-3.6","-0.6","($4.6)","7","3.1%",".240","12976"
"Josh Palacios","WSN","47",".213",".245",".255",".500","10","1","8","2","8","2","0","0","0","15","1","0","0","1","16","9","66","143","2.0%","30.6%","0.07",".043",".313","1.78",".225","-3.5","0.1","1.0","-0.2","($1.3)","0","0.0%",".225","19818"
"Cal Stevenson","OAK","60",".167",".261",".217",".478","10","8","5","1","7","3","0","0","0","23","0","1","1","1","17","11","111","183","11.3%","32.4%","0.35",".050",".263","1.55",".224","-4.3","0.7","-0.1","-0.1","($1.0)","2","5.0%",".277","22411"
"Chad Wallach","LAA","35",".143",".231",".257",".488","5","4","3","4","3","1","0","1","0","9","0","0","1","0","10","10","63","105","10.0%","22.5%","0.44",".114",".160","1.00",".224","-2.7","-0.2","-0.1","-0.1","($0.8)","2","7.4%",".332","17161"
"Jack Mayfield","LAA","70",".186",".230",".271",".501","13","3","8","6","10","1","1","1","0","17","1","0","1","1","24","22","84","171","4.1%","23.0%","0.18",".086",".231","1.09",".224","-5.1","-1.4","-0.5","-0.5","($3.9)","1","1.9%",".221","15402"
"Mickey Moniak","- - -","106",".170",".207",".302",".509","18","4","13","8","11","3","1","3","0","44","1","0","0","1","23","29","117","294","3.6%","39.3%","0.09",".132",".254","0.79",".223","-7.9","0.2","1.2","-0.3","($2.6)","5","7.9%",".203","19956"
"Brendon Davis","DET","10",".200",".273",".200",".473","2","1","2","0","2","0","0","0","0","3","0","0","0","1","1","5","18","27","9.1%","27.3%","0.33",".000",".286","0.20",".223","-0.7","-1.0","0.2","-0.1","($1.0)","1","14.3%",".311","18587"
"Patrick Mazeika","NYM","68",".191",".214",".294",".508","13","2","4","6","8","4","0","1","0","9","0","0","0","0","22","23","93","191","2.8%","12.5%","0.22",".103",".207","0.96",".222","-4.6","0.4","-0.1","-0.1","($0.5)","2","3.3%",".218","18142"
"Ehire Adrianza","- - -","97",".175",".264",".206",".470","17","11","8","7","14","3","0","0","0","25","1","1","2","1","36","21","148","274","10.0%","22.7%","0.44",".031",".233","1.71",".222","-8.0","-1.5","0.8","-0.5","($4.1)","1","1.4%",".274","8418"
"Travis Jankowski","- - -","55",".164",".281",".164",".445","9","8","11","2","9","0","0","0","0","10","1","0","0","3","30","8","105","153","12.5%","15.6%","0.80",".000",".200","3.75",".222","-4.1","0.8","0.6","-0.1","($1.1)","0","0.0%",".259","13768"
"Leury Garcia","CHW","300",".210",".233",".267",".500","63","7","38","20","52","8","0","3","0","65","3","3","6","2","118","69","359","796","2.2%","20.6%","0.11",".057",".255","1.71",".221","-21.8","-1.3","2.2","-1.1","($8.7)","10","4.2%",".258","5913"
"Alex Jackson","MIL","12",".250",".250",".250",".500","3","0","0","0","3","0","0","0","0","7","0","0","0","0","2","1","10","30","0.0%","58.3%","0.00",".000",".600","2.00",".221","-0.9","-0.1","0.1","0.0","($0.2)","0","0.0%",".173","17276"
"Yoshi Tsutsugo","PIT","170",".171",".249",".229",".478","29","19","11","19","23","4","0","2","0","50","0","4","3","0","59","46","325","536","9.8%","25.9%","0.38",".059",".221","1.28",".221","-14.0","-0.4","-0.6","-1.3","($10.5)","7","5.6%",".254","27459"
"Kody Clemens","DET","117",".145",".197",".308",".505","17","8","13","17","8","4","0","5","0","33","0","2","1","1","33","41","158","351","6.3%","26.0%","0.24",".162",".148","0.80",".220","-8.6","2.4","1.1","-0.2","($1.9)","5","5.8%",".249","20572"
"Vidal Brujan","TBR","147",".163",".228",".259",".487","24","12","13","16","16","5","0","3","0","37","1","2","2","5","51","44","217","395","7.4%","22.8%","0.32",".095",".193","1.16",".220","-10.3","1.6","-0.8","-0.5","($3.6)","3","2.7%",".236","20536"
"Caleb Hamilton","MIN","18",".056",".227",".222",".449","1","4","5","1","0","0","0","1","0","14","0","0","0","0","2","2","38","71","17.4%","60.9%","0.29",".167",".000","1.00",".219","-1.6","-1.0","0.1","-0.2","($1.4)","1","20.0%",".223","19842"
"Mike Zunino","TBR","115",".148",".195",".304",".499","17","6","7","16","9","3","0","5","0","46","1","1","2","0","20","38","166","316","4.9%","37.4%","0.13",".157",".185","0.53",".219","-7.9","1.2","0.0","0.0","($0.2)","6","8.6%",".252","13265"
"Drew Ellis","- - -","16",".188",".235",".250",".485","3","1","2","1","2","1","0","0","0","7","0","0","0","0","4","3","30","50","5.9%","41.2%","0.14",".063",".333","1.33",".219","-1.3","-1.3","0.2","-0.2","($1.5)","0","0.0%",".205","19873"
"Ryan Kreidler","DET","73",".178",".244",".233",".477","13","6","8","6","11","1","0","1","0","22","1","2","0","0","20","24","127","227","7.1%","26.2%","0.27",".055",".231","0.83",".218","-5.8","3.9","0.7","0.2","$1.8","4","7.3%",".273","25867"
"Brandon Dixon","SDP","14",".214",".214",".286",".500","3","0","1","1","2","1","0","0","0","5","0","0","1","0","3","3","28","33","0.0%","35.7%","0.00",".071",".333","1.00",".216","-1.0","0.3","-0.6","-0.1","($0.9)","0","0.0%",".234","15214"
"Mark Payton","CHW","21",".143",".280",".143",".423","3","4","3","1","3","0","0","0","0","4","0","0","0","0","8","7","48","83","16.0%","16.0%","1.00",".000",".176","1.14",".216","-1.8","-0.4","0.4","-0.1","($1.1)","0","0.0%",".236","16042"
"Steele Walker","TEX","14",".071",".188",".286",".473","1","2","1","1","0","0","0","1","0","4","0","0","0","0","5","5","23","34","12.5%","25.0%","0.50",".214",".000","1.00",".216","-1.2","-0.6","0.0","-0.2","($1.2)","2","20.0%",".317","22093"
"Dillon Thomas","LAA","11",".091",".286",".091",".377","1","2","1","0","1","0","0","0","0","6","1","0","0","0","4","1","17","30","14.3%","42.9%","0.33",".000",".200","4.00",".213","-1.1","0.5","0.2","0.0","($0.1)","0","0.0%",".217","12719"
"Brett Phillips","- - -","201",".144",".217",".249",".466","29","16","22","15","18","6","0","5","0","94","3","1","0","7","34","47","367","615","7.1%","41.8%","0.17",".104",".233","0.72",".213","-15.7","7.1","3.8","0.1","$1.1","5","4.5%",".220","14735"
"Jose Herrera","ARI","111",".189",".250",".207",".457","21","9","9","5","19","2","0","0","0","34","0","0","1","0","48","15","171","304","7.3%","27.4%","0.26",".018",".273","3.20",".213","-9.9","2.1","0.6","0.0","($0.2)","0","0.0%",".186","17040"
"Will Benson","CLE","55",".182",".250",".200",".450","10","3","8","3","9","1","0","0","0","19","2","0","1","0","17","12","79","150","4.9%","31.1%","0.16",".018",".278","1.42",".212","-4.6","-1.8","0.1","-0.5","($3.9)","0","0.0%",".224","21853"
"Lorenzo Cain","MIL","145",".179",".231",".234",".465","26","8","17","9","20","5","0","1","0","36","2","1","4","2","65","31","205","418","5.1%","23.1%","0.22",".055",".229","2.10",".212","-12.4","2.0","-0.4","-0.5","($4.2)","0","0.0%",".230","9077"
"Ernie Clement","- - -","163",".184",".243",".209",".452","30","11","19","6","26","4","0","0","0","26","2","1","3","0","62","52","196","433","6.1%","14.5%","0.42",".025",".217","1.19",".209","-13.9","0.3","-1.2","-1.0","($8.1)","5","3.6%",".277","20352"
"Kelvin Gutierrez","BAL","28",".143",".250",".179",".429","4","4","2","3","3","1","0","0","0","8","0","0","1","1","12","6","54","79","12.1%","24.2%","0.50",".036",".200","2.00",".208","-2.6","-1.6","0.0","-0.3","($2.6)","1","4.8%",".284","17468"
"Donovan Walton","- - -","76",".158",".179",".303",".482","12","1","9","8","3","8","0","1","0","16","1","0","1","0","29","21","92","206","1.3%","20.5%","0.06",".145",".186","1.38",".208","-6.2","-2.8","-0.5","-0.7","($5.3)","3","5.0%",".228","19314"
"Cristian Pache","OAK","241",".166",".218",".241",".459","40","15","18","18","30","5","2","3","0","70","1","0","5","2","97","43","315","603","5.8%","26.9%","0.21",".075",".220","2.26",".207","-19.1","2.0","-1.7","-1.0","($7.9)","6","3.4%",".259","19948"
"Steven Duggar","- - -","72",".153",".225",".222",".447","11","7","7","4","7","3","1","0","0","41","0","1","0","5","13","13","119","208","8.8%","51.3%","0.17",".069",".344","1.00",".205","-6.6","-0.8","1.0","-0.4","($3.3)","2","6.3%",".215","17719"
"Chris Owings","BAL","56",".107",".254",".143",".397","6","10","6","0","4","2","0","0","0","24","1","0","3","1","16","8","98","163","14.7%","35.3%","0.42",".036",".188","2.00",".204","-5.6","-2.5","-0.8","-0.7","($5.2)","1","3.0%",".238","10030"
"Andrelton Simmons","CHC","75",".173",".244",".187",".431","13","7","8","7","12","1","0","0","0","13","0","0","5","4","40","17","96","202","8.2%","15.3%","0.54",".013",".210","2.35",".204","-7.2","0.5","0.1","-0.3","($2.7)","0","0.0%",".199","10847"
"Michael Hermosillo","CHC","61",".115",".250",".148",".398","7","7","7","4","5","2","0","0","0","27","4","0","0","1","13","12","109","187","9.6%","37.0%","0.26",".033",".206","1.08",".203","-6.2","-0.8","0.7","-0.4","($3.0)","3","8.6%",".259","16285"
"Juan Lagares","LAA","60",".183",".210",".250",".460","11","2","4","0","8","2","1","0","0","15","0","0","0","0","17","21","71","170","3.2%","24.2%","0.13",".067",".244","0.81",".203","-5.3","-1.4","0.0","-0.5","($4.3)","1","2.2%",".242","5384"
"Bradley Zimmer","- - -","105",".124",".207",".229",".435","13","5","18","5","6","5","0","2","0","45","6","0","0","3","27","23","142","297","4.3%","38.5%","0.11",".105",".190","1.17",".203","-9.7","2.5","1.3","-0.2","($1.4)","7","11.5%",".225","16221"
"Miguel Vargas","LAD","47",".170",".200",".255",".455","8","2","4","8","6","1","0","1","0","13","0","1","0","1","12","18","58","144","4.0%","26.0%","0.15",".085",".206","0.67",".200","-4.3","-1.9","0.5","-0.5","($4.2)","3","8.6%",".257","20178"
"Michael Papierski","- - -","91",".143",".228",".187",".415","13","10","7","4","11","1","0","1","0","26","0","0","4","0","29","21","134","275","9.7%","25.2%","0.38",".044",".188","1.38",".197","-10.0","-2.4","-1.1","-0.8","($6.4)","0","0.0%",".217","21386"
"Ryan Aguilar","LAA","22",".136",".231",".182",".413","3","2","2","2","2","1","0","0","0","14","1","1","0","0","2","4","31","70","7.7%","53.8%","0.14",".045",".333","0.50",".197","-2.3","0.5","-0.8","-0.2","($1.7)","0","0.0%",".204","19967"
"Ford Proctor","SFG","18",".111",".182",".278",".460","2","2","3","6","1","0","0","1","0","3","0","2","0","0","12","1","28","53","9.1%","13.6%","0.67",".167",".063","12.00",".197","-1.9","0.4","0.4","0.0","($0.3)","1","5.9%",".296","21634"
"Esteury Ruiz","- - -","35",".171",".194",".257",".452","6","1","3","2","4","1","1","0","0","7","0","0","0","1","13","9","37","96","2.8%","19.4%","0.14",".086",".214","1.44",".197","-3.2","-0.3","-0.5","-0.3","($2.5)","1","3.6%",".216","21780"
"Bryan Lavastida","CLE","12",".083",".267",".083",".350","1","3","0","0","1","0","0","0","0","4","0","0","0","0","5","3","24","33","20.0%","26.7%","0.75",".000",".125","1.67",".197","-1.3","-0.3","-0.1","-0.1","($0.8)","0","0.0%",".221","24765"
"Miles Mastrobuoni","TBR","16",".188",".235",".188",".423","3","1","1","0","3","0","0","0","0","6","0","0","0","1","7","2","24","44","5.9%","35.3%","0.17",".000",".300","3.50",".196","-1.4","-1.2","0.5","-0.2","($1.3)","0","0.0%",".186","20017"
"Dom Nunez","COL","33",".121",".244",".152",".395","4","6","3","2","3","1","0","0","0","10","0","2","0","0","7","14","74","104","14.6%","24.4%","0.60",".030",".160","0.50",".196","-4.4","-1.9","0.3","-0.4","($3.1)","1","4.0%",".245","15055"
"Anthony Bemboom","BAL","52",".115",".207",".212",".418","6","6","4","1","3","2","0","1","0","17","0","0","1","0","18","13","93","151","10.2%","28.8%","0.35",".096",".147","1.38",".196","-5.2","-0.8","0.0","-0.3","($2.5)","2","5.6%",".246","13854"
"Magneuris Sierra","LAA","91",".165",".200",".242",".442","15","4","7","5","11","1","3","0","0","25","0","0","0","6","30","17","101","245","4.2%","26.0%","0.16",".077",".227","1.76",".195","-8.8","1.8","0.0","-0.4","($3.3)","0","0.0%",".212","17023"
"Andrew Knapp","- - -","39",".128",".239",".154",".393","5","5","4","4","4","1","0","0","0","12","1","1","0","0","12","9","69","107","10.9%","26.1%","0.42",".026",".179","1.33",".195","-4.2","-2.4","0.5","-0.4","($3.1)","0","0.0%",".254","14942"
"Austin Romine","- - -","129",".155",".187",".248",".435","20","4","10","9","14","3","0","3","0","46","1","0","2","0","45","26","167","349","2.9%","33.8%","0.09",".093",".213","1.73",".193","-13.4","-4.1","-0.5","-1.1","($8.8)","4","4.7%",".195","5491"
"Matthew Batten","SDP","19",".105",".227",".158",".385","2","2","0","1","1","1","0","0","0","6","1","0","0","0","8","3","36","55","9.1%","27.3%","0.33",".053",".154","2.67",".193","-2.0","1.3","0.0","0.0","$0.0","0","0.0%",".262","20157"
"Elier Hernandez","TEX","33",".182",".200",".242",".442","6","1","4","3","4","2","0","0","0","15","0","1","1","0","3","10","40","97","2.9%","42.9%","0.07",".061",".316","0.30",".193","-3.2","1.8","-0.4","-0.2","($1.3)","1","5.3%",".183","13750"
"Korey Lee","HOU","25",".160",".192",".240",".432","4","1","1","4","2","2","0","0","0","9","0","0","1","0","9","7","28","72","3.8%","34.6%","0.11",".080",".250","1.29",".192","-2.4","-2.0","-0.1","-0.3","($2.6)","0","0.0%",".120","25543"
"Chris Okey","CIN","12",".167",".231",".167",".397","2","0","3","0","2","0","0","0","0","5","1","0","0","0","4","2","14","33","0.0%","38.5%","0.00",".000",".286","2.00",".191","-1.3","-1.3","-0.1","-0.2","($1.7)","0","0.0%",".200","19245"
"Mark Contreras","MIN","58",".121",".148",".293",".441","7","1","9","6","3","1","0","3","0","21","1","1","2","1","17","16","61","159","1.6%","34.4%","0.05",".172",".114","1.06",".189","-5.6","2.1","0.6","-0.1","($1.1)","12","31.6%",".304","20122"
"Alex Dickerson","ATL","33",".121",".194",".212",".407","4","3","3","2","3","0","0","1","0","9","0","0","3","0","9","11","61","90","8.3%","25.0%","0.33",".091",".130","0.82",".189","-3.6","","-0.6","-0.4","($3.4)","2","8.3%",".297","12649"
"Manny Pina","ATL","14",".143",".235",".143",".378","2","1","1","2","2","0","0","0","0","1","1","1","0","0","8","6","26","39","5.9%","5.9%","1.00",".000",".143","1.33",".187","-1.7","-0.2","0.0","-0.1","($0.9)","1","7.1%",".298","2829"
"Tres Barrera","WSN","50",".180",".212",".200",".412","9","2","2","4","8","1","0","0","0","16","0","0","1","0","12","17","55","139","3.8%","30.2%","0.13",".020",".265","0.71",".187","-5.3","-1.0","-0.4","-0.4","($3.1)","0","0.0%",".187","19977"
"Brent Rooker","- - -","32",".125",".222",".156",".378","4","3","1","2","3","1","0","0","0","11","1","0","2","0","10","7","51","91","8.3%","30.6%","0.27",".031",".190","1.43",".186","-3.6","0.1","-0.3","-0.4","($2.9)","1","4.8%",".264","19627"
"Jeter Downs","BOS","39",".154",".171",".256",".427","6","1","4","4","4","1","0","1","0","21","0","1","0","0","7","9","52","122","2.4%","51.2%","0.05",".103",".278","0.78",".184","-4.3","-0.6","0.5","-0.3","($2.5)","0","0.0%",".153","22202"
"Jermaine Palacios","MIN","70",".143",".184",".229",".413","10","4","8","6","8","0","0","2","0","27","0","2","2","0","23","16","92","211","5.2%","35.1%","0.15",".086",".186","1.44",".184","-7.4","-4.1","0.1","-0.9","($7.0)","3","6.5%",".237","18371"
"Jason Castro","HOU","78",".115",".205",".179",".384","9","8","6","3","6","2","0","1","0","40","1","1","1","1","17","13","131","238","9.1%","45.5%","0.20",".064",".211","1.31",".183","-8.6","-2.2","0.3","-0.6","($5.0)","2","5.1%",".239","8722"
"Jose Barrero","CIN","165",".152",".195",".206",".401","25","9","13","10","20","3","0","2","0","76","0","0","4","4","35","38","202","477","5.2%","43.7%","0.12",".055",".264","0.92",".183","-19.1","-1.2","0.9","-1.2","($9.6)","2","2.2%",".180","23378"
"David MacKinnon","- - -","50",".140",".228",".140",".368","7","6","2","6","7","0","0","0","0","17","0","1","2","0","18","11","87","165","10.5%","29.8%","0.35",".000",".206","1.64",".181","-5.7","-0.9","0.1","-0.6","($4.4)","1","2.9%",".259","19625"
"Miguel Sano","MIN","60",".083",".211",".133",".345","5","9","1","3","4","0","0","1","0","25","1","1","0","1","6","22","139","187","12.7%","35.2%","0.36",".050",".114","0.27",".176","-7.3","-1.3","-0.8","-0.9","($7.2)","5","13.9%",".302","12164"
"Sebastian Rivero","KCR","26",".154",".214",".154",".368","4","2","2","1","4","0","0","0","0","10","0","0","0","0","7","7","38","72","6.9%","34.5%","0.20",".000",".250","1.00",".175","-3.1","-0.7","0.3","-0.2","($1.7)","1","5.9%",".221","21735"
"Chuckie Robinson","CIN","59",".136",".136",".271",".407","8","0","3","5","4","2","0","2","0","17","0","0","5","0","28","9","57","148","0.0%","28.3%","0.00",".136",".150","3.11",".173","-7.1","-0.3","-1.1","-0.5","($4.2)","4","9.3%",".260","19824"
"Cole Tucker","PIT","63",".175",".175",".222",".397","11","0","3","2","9","1","1","0","0","25","0","0","1","1","18","10","94","184","0.0%","39.7%","0.00",".048",".289","1.80",".172","-7.0","-3.0","0.6","-0.8","($6.3)","3","7.9%",".198","17326"
"Robinson Cano","- - -","100",".150",".183",".190",".373","15","4","5","4","13","1","0","1","0","25","0","0","2","0","39","21","122","260","3.8%","24.0%","0.16",".040",".189","1.86",".169","-11.4","-3.0","-1.8","-1.4","($11.1)","3","4.0%",".237","3269"
"Yolmer Sanchez","- - -","37",".108",".214",".108",".322","4","5","1","2","4","0","0","0","0","13","0","0","0","0","11","9","66","119","11.4%","29.5%","0.38",".000",".167","1.22",".166","-5.2","0.8","-0.9","-0.4","($3.2)","0","0.0%",".204","11602"
"Rylan Bannon","- - -","14",".143",".200",".143",".343","2","0","0","0","2","0","0","0","0","5","1","0","0","0","5","3","20","37","0.0%","33.3%","0.00",".000",".222","1.67",".166","-1.7","-0.8","0.1","-0.2","($1.6)","0","0.0%",".174","19768"
"Adalberto Mondesi","KCR","50",".140",".204",".140",".344","7","4","3","3","7","0","0","0","0","20","0","0","2","5","13","9","79","136","7.4%","37.0%","0.20",".000",".233","1.44",".166","-6.3","3.3","1.0","0.0","$0.3","1","3.3%",".211","13769"
"Phil Gosselin","- - -","74",".149",".182",".176",".357","11","2","6","2","10","0","1","0","0","24","1","0","1","0","22","23","104","206","2.6%","31.2%","0.08",".027",".220","0.96",".163","-9.1","1.2","-1.6","-0.7","($5.9)","1","2.0%",".207","10953"
"Lenyn Sosa","CHW","35",".114",".139",".229",".367","4","1","3","1","2","1","0","1","0","12","0","0","2","0","13","8","32","104","2.8%","33.3%","0.08",".114",".136","1.63",".161","-4.2","-0.4","-0.1","-0.3","($2.8)","2","8.7%",".243","22896"
"Matt Beaty","SDP","43",".093",".170",".163",".333","4","2","6","1","2","1","1","0","0","8","2","0","3","0","16","14","65","112","4.3%","17.0%","0.25",".070",".114","1.14",".158","-5.5","-1.8","-0.3","-0.7","($5.7)","0","0.0%",".243","17710"
"Jonathan Arauz","- - -","38",".132",".150",".211",".361","5","1","3","5","4","0","0","1","0","12","0","1","0","0","10","9","50","110","2.4%","29.3%","0.08",".079",".154","1.11",".157","-5.1","0.2","0.2","-0.3","($2.7)","2","7.1%",".282","20275"
"Max Schrock","CIN","26",".154",".185",".154",".339","4","1","1","1","4","0","0","0","0","6","0","0","0","0","8","6","23","64","3.7%","22.2%","0.17",".000",".200","1.33",".156","-3.5","0.3","0.1","-0.3","($2.0)","0","0.0%",".203","17750"
"Estevan Florial","NYY","31",".097",".200",".097",".297","3","3","4","1","3","0","0","0","0","13","1","0","0","2","8","6","51","89","8.6%","37.1%","0.23",".000",".167","1.33",".155","-4.2","-1.3","0.9","-0.4","($3.0)","1","5.6%",".235","19151"
"Kevin Pillar","LAD","12",".083",".154",".167",".321","1","1","1","0","0","1","0","0","0","4","0","0","1","0","4","3","15","30","7.7%","30.8%","0.25",".083",".125","1.33",".150","-1.6","1.3","-0.3","0.0","($0.3)","1","12.5%",".272","12434"
"Ivan Herrera","STL","18",".111",".190",".111",".302","2","2","0","1","2","0","0","0","0","8","0","1","0","0","6","4","35","63","9.1%","36.4%","0.25",".000",".182","1.50",".150","-2.7","0.1","0.0","-0.1","($1.2)","0","0.0%",".164","20599"
"Mike Siani","CIN","24",".167",".167",".167",".333","4","0","1","0","4","0","0","0","0","7","0","0","1","0","4","8","36","62","0.0%","29.2%","0.00",".000",".235","0.50",".147","-3.3","-0.6","-0.2","-0.3","($2.7)","0","0.0%",".160","22557"
"Niko Goodrum","HOU","43",".116",".156",".163",".318","5","2","2","1","3","2","0","0","0","23","0","0","0","1","10","6","68","136","4.4%","51.1%","0.09",".047",".250","1.67",".146","-5.8","1.0","0.8","-0.3","($2.4)","1","5.0%",".205","12092"
"Billy McKinney","OAK","52",".096",".158",".173",".331","5","4","3","4","3","1","0","1","1","16","0","1","0","0","14","16","92","164","7.0%","28.1%","0.25",".077",".111","0.88",".144","-7.1","2.2","-2.1","-0.6","($5.0)","2","5.4%",".203","15654"
"Austin Allen","OAK","14",".071",".188",".071",".259","1","1","1","0","1","0","0","0","0","9","1","0","1","0","2","3","22","45","6.3%","56.3%","0.11",".000",".200","0.67",".143","-2.0","1.1","-0.2","0.0","($0.4)","0","0.0%",".153","18083"
"Heliot Ramos","SFG","20",".100",".182",".100",".282","2","2","4","0","2","0","0","0","0","6","0","0","1","0","9","4","24","53","9.1%","27.3%","0.33",".000",".143","2.25",".143","-2.9","-2.2","0.1","-0.5","($3.9)","1","7.1%",".290","22515"
"Steven Souza Jr.","SEA","19",".158",".158",".158",".316","3","0","0","1","3","0","0","0","0","8","0","0","2","0","4","5","23","50","0.0%","42.1%","0.00",".000",".273","0.80",".140","-2.4","0.5","-0.3","-0.2","($1.6)","0","0.0%",".169","5667"
"Eddy Alvarez","LAD","25",".160",".154",".160",".314","4","0","1","3","4","0","0","0","0","9","0","1","1","1","9","5","27","72","0.0%","33.3%","0.00",".000",".235","1.80",".136","-3.7","-1.4","-0.1","-0.5","($3.9)","0","0.0%",".179","16959"
